razon_social,establecimiento,localidad_id,clae2,certificadora_id,categoria_id,rubro
CLEAN INVESTMENT SA,EL RETAMO,46007010,1,1,1,AGRICULTURA
CLEAN INVESTMENT SA,SAN AMBROSIO Y  DON JESUS,46007010,1,1,1,AGRICULTURA
FUERTE DEL BAï¿½ADO S.A.,FUERTE DEL BAï¿½ADO,46007010,1,2,1,AGRICULTURA
OLIVOS ARGENTINOS SA,LA AGUADA,46007010,1,1,1,FRUTICULTURA
OLIVOS ARGENTINOS SA,SANTA FE,46007010,1,1,1,FRUTICULTURA
TALAMUYUNA S.A.,TALAMUYUNA,46007010,1,1,1,AGRICULTURA
CLEAN INVESTMENT SA ,CLEAN INVESTMENT SA  1,46007010,10,1,2,EXTRACCION DE ACEITE
FUERTE DEL BAï¿½ADO S.A.,FUERTE DEL BAï¿½ADO S.A. 1,46007010,10,2,2,PROCESAMIENTO CULTIVOS INDUSTRIALES
GSP EMPRENDIMIENTOS AGROPECUARIOS SA,GSP EMPRENDIMIENTOS AGROPECUARIOS SA 1,46007010,10,2,2,PROCESAMIENTO CULTIVOS INDUSTRIALES
EMPRENDIMIENTOS DEL NORTE SRL ,FINCA LA ANDALUZA,46014010,1,1,1,FRUTICULTURA
INDUSTRIAS QUIMICAS Y MINERAS TIMBO S.A.,INDUSTRIAS QUIMICAS Y MINERAS TIMBO S.A. 1,46014010,10,2,2,PROCESAMIENTO FRUTALES Y HORTALIZAS
OLIVOS ARGENTINOS SA ,OLIVOS ARGENTINOS SA  1,46014010,10,1,2,EXTRACCION DE ACEITE
TRANSPORTE 9 DE JULIO S.A.,TRANSPORTE 9 DE JULIO S.A. 1,46014010,45,1,3,
"GARROT, CARLOS PEDRO",FINCA SANTA GUALBERTA,46028050,1,1,1,FRUTICULTURA
"GARROT, CARLOS PEDRO","GARROT, CARLOS PEDRO 1",46028050,10,1,2,SECADERO DE FRUTAS
"BELLAN, EDGARDO CHARBEL MARIA",LAS TRES MARIAS,46042010,1,1,1,FRUTICULTURA
BELLIA JOSE LUIS,AGROVID,46042010,1,1,1,FRUTICULTURA
"CAPECE, LORENZO OSVALDO",LA ALBORADA,46042010,1,1,1,FRUTICULTURA
COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,FINCA CIUDADELA,46042010,1,1,1,FRUTICULTURA
COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,FINCA CIUDADELA II (EXFEDERADA RIOJANA SA),46042010,1,1,1,FRUTICULTURA
COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,PARCELA 12,46042010,1,1,1,FRUTICULTURA
COVARRUBIAS SA,COVARRUBIAS,46042010,1,1,1,FRUTICULTURA
"DE LA VEGA, EDUARDO DANIEL",MARTA ELENA,46042010,1,1,1,FRUTICULTURA
FINCA CERES SRL,FINCA CERES (EX-AGRICOLA SAN CAYETANO 3),46042010,1,1,1,FRUTICULTURA
FINCA CERES SRL,FINCA CERES (EX-AGRICOLA SAN CAYETANO 6),46042010,1,1,1,FRUTICULTURA
FREZZI SACIAG,FINCA FREZZI II,46042010,1,1,1,AGRICULTURA
FREZZI SACIAG,FINCA FREZZI,46042010,1,1,1,FRUTICULTURA
"GONZALEZ RODRIGUEZ, GERMAN",DON BERNABE,46042010,1,1,1,FRUTICULTURA
"GONZALEZ, MARIO HERNAN",EX-BERETTA,46042010,1,1,1,FRUTICULTURA
"GONZALEZ, MARIO HERNAN",EX-MORENO,46042010,1,1,1,FRUTICULTURA
"GONZALEZ, MARIO HERNAN",NUEVA,46042010,1,1,1,FRUTICULTURA
"IRIARTE, DANIEL",FINCA LAS ROSAS (IRIARTE),46042010,1,1,1,FRUTICULTURA
"LARGUIA, JONAS",FINCA LA NUESTRA,46042010,1,1,1,FRUTICULTURA
MAELCA SA,LOS CERRILLOS,46042010,1,1,1,FRUTICULTURA/HORTICULTURA
ORO NEGRO S.A.,ORO NEGRO,46042010,1,1,1,FRUTICULTURA
"SUELDO GIORGI, LAURA",FINCA MACHIA,46042010,1,1,1,FRUTICULTURA
"TROYANO, RUFINO",PARCELA Nï¿½8,46042010,1,1,1,FRUTICULTURA
COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA. 1,46042010,11,1,2,ELABORACION DE JUGOS Y BODEGA VITIVINICOLA
COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA. 3,46042010,10,1,2,EXTRACCION DE ACEITE
L.I.R.A. S.A.,L.I.R.A. S.A. 1,46042010,10,1,2,ELABORACION DE PASAS DE UVA
L.I.R.A. S.A.,L.I.R.A. S.A. 2,46042010,10,1,2,SECADO DE FRUTAS
OLIVARES S.A.,OLIVARES S.A.,46042010,1,1,1,FRUTICULTURA
MAELCA S.A.,LOS RANQUELES,46042010,1,1,1,AGRICULTURA
COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA. 2,46042010,11,1,2,BODEGA VITIVINICOLA
AGROYATAY S.R.L.,LA MARGARITA,46063020,1,3,1,AGRICULTURA
CONCESIONARIA DE FINCAS EL RENUEVO S.A.,CONCESIONARIA DE FINCAS EL RENUEVO S.A. 1,46084020,10,2,2,PROCESAMIENTO FRUTALES Y HORTALIZAS
CONCESIONARIA DE FINCAS EL RENUEVO S.A.,FINCAS EL RENUEVO,46084050,1,2,1,FRUTICULTURA/HORTICULTURA
LLIHUE S.A.,FINCA CAYANTA,50007010,1,1,1,FRUTICULTURA
LLIHUE S.A.,FINCA LA MAROLINA,50007010,1,1,1,FRUTICULTURA
FIDEICOMISO BAX,FIDEICOMISO BAX,50021010,1,2,1,FRUTICULTURA/HORTICULTURA
LA MARIA DE LOS ARBOLES SRL,LA MARIA DE LOS ARBOLES ,50021010,1,2,1,FRUTICULTURA/HORTICULTURA
MENDOZA VINEYARDS S.A.,MENDOZA VINEYARDS S.A. 1,50021010,11,1,2,FRACCIONAMIENTO DE VINO
FIDEICOMISO SANTA RITA ,FINCA SANTA RITA,50028020,1,2,1,AGRICULTURA
"VALENCIA, ROBERTO OSCAR",FINCA VALENCIA,50028020,1,1,1,FRUTICULTURA
JUGOS AUSTRALES S.A.,JUGOS AUSTRALES S.A. 1,50028020,11,1,2,FRIGORIFICO PARA  MOSTO
AGRO RUGGERI S.A.,AGRO RUGGERI S.A. 1,50028020,45,2,3,
ENZA ZADEN ARGENTINA S.R.L.,ENZA ZADEN ARGENTINA S.R.L. 1,50028020,45,1,3,
BAMENEX S.A.,BAMENEX S.A. 1,50028020,10,2,2,PROCESAMIENTO FRUTALES Y HORTALIZAS
EDUARDO Y FABIAN CAMPAGNA SH,LOS CORRALITOS,50028020,1,4,1,HORTICULTURA
BIO AGRICULTORES S.A.,BIO AGRICULTORES S.A. 1,50028020,10,2,2,PROCESAMIENTO FRUTALES Y HORTALIZAS
PUENTE BLANCO S.A.,PUENTE BLANCO S.A. 1,50028020,10,2,2,PROCESAMIENTO FRUTALES Y HORTALIZAS
S.A. BODEGA ENRIQUE VOLLMER - UCO VALLEY,S.A. BODEGA ENRIQUE VOLLMER - UCO VALLEY 1,50028030,11,1,2,BODEGA VITIVINICOLA
COOPERATIVA VITIVINICOLA DE MENDOZA,COOPERATIVA VITIVINICOLA DE MENDOZA 1,50028040,11,1,2,BODEGA VITIVINICOLA
KUMAGRO S.A.,LA BLANQUEADA,50035020,1,2,1,AGRICULTURA
AVE MARIA FIDEICOMISO,FINCA AVE MARIA AG,50035020,1,3,1,FRUTICULTURA
AVE MARIA FIDEICOMISO,FINCA AVE MARIA B,50035020,1,3,1,FRUTICULTURA
BENITO Y NORMA PANELLA,FINCA PANELLA Y ANEXO,50035020,1,2,1,FRUTICULTURA/HORTICULTURA
PARRA SA,CUARTEL 24 (EX PARRA SA),50035020,1,1,1,FRUTICULTURA
SONIA Y LILIANA FERRO S.H.,RODRIGUEZ PEï¿½A,50035020,1,3,1,FRUTICULTURA
BODEGAS ESMERALDA SA,BODEGAS ESMERALDA SA 1,50035020,11,1,2,BODEGA VITIVINICOLA
DOMAINE JEAN BOUSQUET  S.A.,DOMAINE JEAN BOUSQUET  S.A. 1,50035020,11,1,2,BODEGA VITIVINICOLA
SONIA Y LILIANA FERRO S.H.,SONIA Y LILIANA FERRO S.H. 1,50035020,10,3,2,INDUSTRIALIZACION DE FRUTAS DESECADAS
JEWTUSZYK MIRTHA EDITH,BAUERHAUS,50035020,1,2,1,FRUTICULTURA/HORTICULTURA
LAIANA S.R.L.,LAIANA,50035040,1,3,1,FRUTICULTURA
LAIANA S.R.L.,LAIANA S.R.L. 1,50035040,11,3,2,BODEGA VITIVINICOLA
PUENTE BLANCO S.A.,ESTANCIA EL TAMBILLO,50049050,1,2,1,FRUTICULTURA/HORTICULTURA
FUHRMANN S.A,SARAI,50049050,1,2,1,GANADERIA
BODEGAS Y VIï¿½EDOS V.O.B. S.A.,BODEGAS Y VIï¿½EDOS V.O.B. S.A. 2,50063010,11,1,2,BODEGA VITIVINICOLA
EL MORO SRL ,EL MORO SRL  2,50063010,11,1,2,BODEGA VITIVINICOLA
OJO DE VINO SA ,OJO DE VINO SA  2,50063010,11,1,2,BODEGA VITIVINICOLA
ALTOS LAS HORMIGAS SAVYC,ALTOS LAS HORMIGAS FINCA,50063090,1,3,1,FRUTICULTURA
ARTEL INC,EL LUCAS,50063090,1,1,1,FRUTICULTURA
ARTEL INC,EL TINCHO,50063090,1,1,1,FRUTICULTURA
ASOC. COOP. EEA INTA MENDOZA,ASOCIACION COOPERADORA DE EEA MENDOZA INTA,50063090,1,2,1,FRUTICULTURA/HORTICULTURA
BAMENEX S.A.,FINCA EL CARRIZAL,50063090,1,2,1,FRUTICULTURA/HORTICULTURA
BEAU LIEU S.A.,BEAU LIEU SA,50063090,1,1,1,FRUTICULTURA
BLANCO JOSE,UGARTECHE,50063090,1,3,1,FRUTICULTURA
BODEGA ARGENTO S.A.,FINCA UGARTECHE,50063090,1,1,1,AGRICULTURA
CANTINIAN SA,CANTINIAN,50063090,1,1,1,FRUTICULTURA
CK Y ASOCIADOS S.A.,FINCA LUNLUNTA,50063090,1,1,1,FRUTICULTURA
EMPRESA COMERCIAL EXPORTADORA S.A.,CHACRAS DE CORIA,50063090,1,3,1,FRUTICULTURA
FINCA VON WIGSTEIN,FINCA ALPAMANTA,50063090,1,1,1,FRUTICULTURA
HAGEN DE MONTERO GUILLERMINA,FINCA MONTERO,50063090,1,2,1,FRUTICULTURA/HORTICULTURA
LAS YEGUAS S.A.,LAS YEGUAS,50063090,1,2,1,FRUTICULTURA/HORTICULTURA
OJO DE VINO SA,OJO DE VINO SA,50063090,1,1,1,FRUTICULTURA
PROVIVA S.R.L,AGRELO ,50063090,1,3,1,FRUTICULTURA
PROVIVA S.R.L.,DRUMMOND,50063090,1,3,1,FRUTICULTURA
TACCHINI FABIO,VISTALBA,50063090,1,2,1,FRUTICULTURA/HORTICULTURA
VALENCIA MIGUEL,LA SERENA,50063090,1,3,1,FRUTICULTURA
VIï¿½AS DE CUYO S.A.,FINCA AGRELO,50063090,1,1,1,FRUTICULTURA
VIï¿½AS DE LUJAN S.R.L.,VIï¿½AS DE LUJAN,50063090,1,2,1,FRUTICULTURA/HORTICULTURA
VITTORI ROBERTO Y VERONICA S.H.,CASTRO BARRO,50063090,1,3,1,FRUTICULTURA
BEAU LIEU S.A.,BEAU LIEU S.A. 1,50063090,11,1,2,BODEGA VITIVINICOLA
CK Y ASOCIADOS S.A.,CK Y ASOCIADOS S.A. 1,50063090,11,1,2,BODEGA VITIVINICOLA
EMPRESA COMERCIAL EXPORTADORA S.A.,EMPRESA COMERCIAL EXPORTADORA S.A. 1,50063090,11,3,2,BODEGA VITIVINICOLA
ESTABLECIMIENTOS VITIVINICOLAS ESCORIHUELA S.A.,ESTABLECIMIENTOS VITIVINICOLAS ESCORIHUELA S.A. 1,50063090,11,3,2,BODEGA VITIVINICOLA
FINCA VON WIGSTEIN S.A.,FINCA VON WIGSTEIN S.A. 1,50063090,11,1,2,BODEGA VITIVINICOLA
FINCAS PATAGONICAS S.A.,FINCAS PATAGONICAS S.A. 1,50063090,11,2,2,INDUSTRIA VITIVINICOLA
PROVIVA S.R.L.,PROVIVA S.R.L. 1,50063090,11,3,2,BODEGA VITIVINICOLA
VITTORI ROBERTO Y VERONICA S.H.,VITTORI ROBERTO Y VERONICA S.H. 1,50063090,10,3,2,"ELABORACION, FRACCIONAMIENTO, EMPAQUE Y ACOPIO"
TRES WINES S.A.,TRES WINES S.A. 1,50063090,45,2,3,
VIï¿½AS DE LUJAN S.R.L.,VIï¿½AS DE LUJAN S.R.L. 1,50063090,45,2,3,
DOMAINE JEAN BOUSQUET  S.A.,DOMAINE JEAN BOUSQUET  S.A. 2,50063090,11,1,2,BODEGA VITIVINICOLA
EL MORO SRL ,EL MORO SRL  4,50063090,52,1,2,ALMACENAMIENTO
OJO DE VINO SA ,OJO DE VINO SA  1,50063090,11,1,2,BODEGA VITIVINICOLA
ORGANIC COSTAFLORES S.A.,FINCA COSTAFLORES,50063100,1,2,1,FRUTICULTURA/HORTICULTURA
NADAL JUAN GUSTAVO,LA AMPARO,50063120,1,3,1,FRUTICULTURA
AVA S.A.,AVA S.A. 1,50063120,10,2,2,PROCESAMIENTO FRUTALES Y HORTALIZAS
LLIHUE S.A.,LLIHUE S.A. 1,50063120,11,1,2,BODEGA VITIVINICOLA
BLANCO JOSE,BLANCO JOSE 1,50063120,11,3,2,BODEGA VITIVINICOLA
BODEGA ARGENTO S.A.,BODEGA ARGENTO S.A. 1,50070030,11,1,2,BODEGA VITIVINICOLA
AGROROSAL S.A.,FINCA LA LUCERA,50070050,1,2,1,FRUTICULTURA/HORTICULTURA
FRUTOS DE SANTA ROSA S.A.,FINCA BELTRAN,50070050,1,3,1,FRUTICULTURA
BODEGAS Y VIï¿½EDOS BENEDETTI SRL,FINCA LA ISLA,50070060,1,3,1,FRUTICULTURA
CAï¿½A DE CASTILLA SRL,FINCA FABRICA ,50070060,1,1,1,AGRICULTURA
CAï¿½A DE CASTILLA SRL,FINCA IRIGOYEN ,50070060,1,1,1,AGRICULTURA
CAï¿½A DE CASTILLA SRL,FINCA IRIGOYEN FINAL ,50070060,1,1,1,AGRICULTURA
CAï¿½A DE CASTILLA SRL,FINCA LOS ALAMOS ,50070060,1,1,1,AGRICULTURA
CK Y ASOCIADOS S.A.,VILLA SECA,50070060,1,1,1,FRUTICULTURA
DOMAINE JEAN BOUSQUET  S.A.,FINCA MAIPU DELICIAS DE TUPUNGATO SA,50070060,1,1,1,FRUTICULTURA
FRUTOS DE SANTA ROSA S.A.,FRAY LUIS BELTRAN,50070060,1,3,1,FRUTICULTURA
MONTLAIZ S.R.L.,LA FLOR,50070060,1,3,1,FRUTICULTURA
PEï¿½AVID SA,FINCA TRIBUTO,50070060,1,1,1,FRUTICULTURA
VALENCIA MIGUEL,LOS ALAMOS,50070060,1,3,1,FRUTICULTURA
ANDILLIAN SA,ANDILLIAN SA 1,50070060,11,1,2,BODEGA VITIVINICOLA
BODEGAS Y VIï¿½EDOS V.O.B. S.A.,BODEGAS Y VIï¿½EDOS V.O.B. S.A. 1,50070060,11,1,2,BODEGA VITIVINICOLA
ECO HOLDING S.R.L.,ECO HOLDING S.R.L. 1,50070060,10,2,2,PROCESAMIENTO FRUTALES Y HORTALIZAS
GRUPO PEï¿½AFLOR SA ,GRUPO PEï¿½AFLOR SA  2,50070060,11,1,2,BODEGA VITIVINICOLA
PEDRO Y JORGE CECCHIN S.R.L.,PEDRO Y JORGE CECCHIN S.R.L. 1,50070060,11,2,2,INDUSTRIA VITIVINICOLA
BGA MONTLAIZ S.A.,BGA MONTLAIZ S.A. 1,50070060,45,3,3,
BIOFRATER SA,BIOFRATER SA 1,50070060,45,2,3,
ADETECH S.A.,ADETECH S.A. 1,50070060,10,2,2,PROCESAMIENTO FRUTALES Y HORTALIZAS
LOPEZ LOPEZ MANUEL,LOPEZ LOPEZ MANUEL 1,50070060,11,3,2,BODEGA VITIVINICOLA
LA AGRICOLA S.A.,LA AGRICOLA S.A. 1,50070060,11,3,2,BODEGA VITIVINICOLA
CAMPO GRANDE S.A.,CAMPO GRANDE S.A. 1,50070070,10,2,2,PROCESAMIENTO FRUTALES Y HORTALIZAS
SANES S.A.,SANES S.A. 1,50070070,10,2,2,PROCESAMIENTO FRUTALES Y HORTALIZAS
PEDRO Y JORGE CECCHIN S.R.L.,FINCAS RUSSEL  - JUNIN  - UGARTECHE,50070080,1,2,1,FRUTICULTURA/HORTICULTURA
CAMPO GRANDE S.A.,ESTANCIA LAS CHACRAS,50077040,1,2,1,FRUTICULTURA/HORTICULTURA
BODEGAS Y VIï¿½EDOS BENEDETTI SRL,FINCA LAS YEGUITAS,50084040,1,3,1,FRUTICULTURA
CUNCO S.A.,FINCA CUNCO,50084040,1,2,1,FRUTICULTURA/HORTICULTURA
BODEGA ARGENTO S.A.,FINCA ALTAMIRA,50091040,1,1,1,FRUTICULTURA
LACIENDA SA,LACIENDA,50091040,1,2,1,FRUTICULTURA/HORTICULTURA
LACIENDA SA,REPRESA TREGEA,50091040,1,2,1,FRUTICULTURA/HORTICULTURA
PROVIVA S.R.L.,ALTAMIRA I,50091040,1,3,1,FRUTICULTURA
PROVIVA S.R.L.,ALTAMIRA II,50091040,1,3,1,FRUTICULTURA
RABIDA ESCOBAR MARIA PAULA,FINCA 2R,50091040,1,2,1,FRUTICULTURA/HORTICULTURA
AGROLOSANDES S.A.,AGROLOSANDES,50091060,1,2,1,FRUTICULTURA/HORTICULTURA
AGROSAVER S.A.,FINCA LA AGUANDA,50091060,1,2,1,FRUTICULTURA/HORTICULTURA
ARGENTBIO S.R.L.,FINCA EL OLMO,50091060,1,2,1,FRUTICULTURA/HORTICULTURA
BODEGAS Y VIï¿½EDOS V.O.B. S.A.,FINCA AURA (EX BODEGAS Y VIï¿½EDOS V.O.B.S.A.),50091060,1,1,1,FRUTICULTURA
COMPAï¿½IA AGRICOLA EL RODEO S.A.,FINCA ORGANICA SAN CARLOS,50091060,1,2,1,FRUTICULTURA/HORTICULTURA
ESTABLECIMIENTOS VITIVINICOLAS ESCORIHUELA S.A.,ALTAMIRA,50091060,1,3,1,FRUTICULTURA
VIï¿½A ESENCIA S.A.,FINCA ALEGRA,50091060,1,1,1,FRUTICULTURA
ARGENTBIO S.R.L.,ARGENTBIO S.R.L. 2,50091060,10,2,2,PROCESAMIENTO FRUTALES Y HORTALIZAS
VIï¿½EDOS PUCARA S.R.L.,EL RECUERDO,50091060,1,3,1,FRUTICULTURA/AGRICULTURA
SENAREGA NELSON MARIO,SENAREGA NELSON MARIO 1,50105180,10,2,2,PROCESAMIENTO FRUTALES Y HORTALIZAS
EL MORO SRL ,EL MORO SRL  1,50105180,11,1,2,BODEGA VITIVINICOLA
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO,50105210,1,2,1,FRUTICULTURA/HORTICULTURA
CAMPAL S.A.,FINCA EL CAMPAL,50105210,1,2,1,FRUTICULTURA/HORTICULTURA
DJALLAD ANA REBECA,LA AMISTAD,50105210,1,2,1,FRUTICULTURA/HORTICULTURA
EL MORO SRL,FINCA DINAMIA,50105210,1,1,1,FRUTICULTURA
FENIX S.A.,FINCA REAL DEL PADRE,50105210,1,2,1,FRUTICULTURA/HORTICULTURA
FINCA CONSTANZA SA,FINCA DOï¿½A CONSTANZA (EX FINCA EL MIRADOR),50105210,1,1,1,FRUTICULTURA
GASPARETTI MAURICIO,EL AGUARIBAY,50105210,1,2,1,FRUTICULTURA/HORTICULTURA
R6 LA GUEVARINA S.A.,R6 LA GUEVARINA,50105210,1,1,1,HORTICULTURA
SANCHEZ PEDRO PASCUAL,FINCA LAS PAREDES,50105210,1,2,1,FRUTICULTURA/HORTICULTURA
STAGNITTI ALBERTO,LA MACARENA,50105210,1,2,1,FRUTICULTURA/HORTICULTURA
VALENTIN BIANCHI SACIF ,FINCA ASTI,50105210,1,1,1,FRUTICULTURA
VALENTIN BIANCHI SACIF ,FINCA DOï¿½A ELSA,50105210,1,1,1,FRUTICULTURA
VALENTIN BIANCHI SACIF ,FINCA LAS PAREDES,50105210,1,1,1,FRUTICULTURA
VILLA ATUEL S.A.,FINCA VILLA ATUEL,50105210,1,2,1,AGRICULTURA
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH 1,50105210,11,2,2,INDUSTRIA VITIVINICOLA
CHIMENO RUBEN W,CHIMENO RUBEN W 1,50105210,10,3,2,INDUSTRIALIZACION DE FRUTAS DESECADAS
EL MORO SRL ,EL MORO SRL  3,50105210,11,1,2,BODEGA VITIVINICOLA
SOLANDES S.A.,SOLANDES S.A. 1,50105210,11,2,2,INDUSTRIA VITIVINICOLA
VALENTIN BIANCHI SACIF ,VALENTIN BIANCHI SACIF  1,50105210,11,1,2,BODEGA VITIVINICOLA
HACIENDA TUPUNGATO SA,HACIENDA TUPUNGATO SA 1,50105210,45,2,3,
PUENTE BLANCO S.A.,ESTANCIA LOS AMIGOS,50105210,1,2,1,FRUTICULTURA/HORTICULTURA
PRUGNA SRL,PRUGNA SRL 1,50105210,10,2,2,PROCESAMIENTO FRUTALES Y HORTALIZAS
SOLANDES S.A.,SOLANDES,50105230,1,2,1,FRUTICULTURA/HORTICULTURA
VILLA ATUEL S.A.,VILLA ATUEL S.A. 1,50105230,10,2,2,PROCESAMIENTO CULTIVOS INDUSTRIALES
R6 LA GUEVARINA S.A.,R6 LA GUEVARINA S.A. 1,50105230,10,1,2,PROCESADO Y ENVASADO DE HORTALIZAS
ESTANCIA CASA DE UCO S.A.,ESTANCIA CASA DE UCO,50119060,1,2,1,FRUTICULTURA/HORTICULTURA
FRUTIHORTICOLA SAN NICOLAS SA,FRUTIHORTICOLA SAN NICOLAS,50119060,1,2,1,FRUTICULTURA/HORTICULTURA
IZASKUN SA,FINCA CORTESIA,50119060,1,2,1,FRUTICULTURA/HORTICULTURA
S.A. BODEGA ENRIQUE VOLLMER - UCO VALLEY,BODEGAS VOLLMER UCOVALLEY S.A.,50119060,1,1,1,FRUTICULTURA
VAL DE FLORES S.A.,VAL DE FLORES,50119060,1,2,1,FRUTICULTURA/HORTICULTURA
ARGENTBIO S.R.L.,ARGENTBIO S.R.L. 1,50119060,10,2,2,PROCESAMIENTO FRUTALES Y HORTALIZAS
PUERTO ANCONA S.A.,VISTA FLORES,50119070,1,3,1,FRUTICULTURA/HORTICULTURA
THIBAULT LEPOUTRE,FINCA CHACAYES NORTE (EX FINCA CHACAYES),50119070,1,3,1,FRUTICULTURA
BODEGA PIEDRA NEGRA S.A.,BODEGA PIEDRA NEGRA S.A. 1,50119070,11,3,2,BODEGA VITIVINICOLA
BODEGAS ESMERALDA S.A.,BODEGAS ESMERALDA S.A. 1,50119070,11,3,2,BODEGA VITIVINICOLA
ROLLAND WINES AND CONSULTING S.A.,ROLLAND WINES AND CONSULTING S.A. 1,50119070,11,2,2,INDUSTRIA VITIVINICOLA
BIO-ARGENTINA S.A.,LA CELESTE,50126060,1,1,1,FRUTICULTURA
CAMPOS DE LA COLONIA S.A.,FINCA LAS UVAS,50126060,1,2,1,FRUTICULTURA/HORTICULTURA
DOMAINE JEAN BOUSQUET  S.A.,FINCA DOMAINE BOUSQUET,50126060,1,1,1,FRUTICULTURA
DOMAINE JEAN BOUSQUET  S.A.,FINCA EL ZAMPAL DELICIAS DE TUPUNGATO SA,50126060,1,1,1,FRUTICULTURA
PALUMBO GOTTARDINI CARLOS ROBERTO,ORALIA STATE,50126060,1,2,1,FRUTICULTURA/HORTICULTURA
TEPEU S.R.L,FINCA MUï¿½OZ HNOS.,50126060,1,2,1,FRUTICULTURA/HORTICULTURA
DOMAINE JEAN BOUSQUET  S.A.,DOMAINE JEAN BOUSQUET  S.A. 3,50126060,11,1,2,BODEGA VITIVINICOLA
DOMAINE JEAN BOUSQUET S.A.,DOMAINE JEAN BOUSQUET S.A. 1,50126060,11,2,2,INDUSTRIA VITIVINICOLA
MASI TUPUNGATO VIGNETI LA ARBOLEDA SA ,MASI TUPUNGATO VIGNETI LA ARBOLEDA SA  1,50126060,11,1,2,BODEGA VITIVINICOLA
NUEZ DE ACONCAGUA S.A.,NUEZ DE ACONCAGUA S.A. 1,50126060,10,2,2,PROCESAMIENTO FRUTALES Y HORTALIZAS
PALUMBO GOTTARDINI CARLOS ROBERTO,PALUMBO GOTTARDINI CARLOS ROBERTO 1,50126060,11,2,2,INDUSTRIA VITIVINICOLA
LEA SA,LEA SA 1,50126060,45,1,3,
"MASI, TUPUNGATO VIGNETI LA ARBOLEDA SA",MASI VIGNETI LA ARBOLEDA SA,50126060,1,1,1,FRUTICULTURA
LA CACHUERA S.A.,LA CACHUERA S.A. 1,54007010,10,2,2,PROCESAMIENTO CULTIVOS INDUSTRIALES
VALLE DE LA PUERTA S.A.,VALLE DE LA PUERTA S.A. 1,54014020,11,3,2,BODEGA VITIVINICOLA
SKUREK FERNANDO ARIEL,DORJE,54028030,1,3,1,AGRICULTURA
WAIDELICH OTTO,LOS CEDRITOS,54049010,1,2,1,GANADERIA
LA CONDICION S.A.,ISTUETA KM 300,54063010,1,3,1,AGRICULTURA
MARIANA MAMPAEY,EL HORMIGUERO,54077070,1,3,1,AGICULTURA/HORTICULTURA
COOP. AGRICOLA LTDA. RUIZ DE MONTOYA,COOP. AGRICOLA LTDA. RUIZ DE MONTOYA 1,54077070,10,2,2,PROCESAMIENTO CULTIVOS INDUSTRIALES
COOPERATIVA AGRICOLA MIXTA DE MONTE CARLO LIMITADA,COOPERATIVA AGRICOLA MIXTA DE MONTE CARLO LIMITADA 1,54077070,10,1,2,"SECADERO , MOLINO Y FRACCIONAMIENTO DE TE, YERBA MATE"
COOP. AGRICOLA RUIZ DE MONTOYA LTDA.,COOP. AGRICOLA RUIZ DE MONTOYA LTDA. 2,54077070,45,1,3,
COOP. AGRICOLA RUIZ DE MONTOYA LTDA.,COOP. AGRICOLA RUIZ DE MONTOYA LTDA. 1,54077070,10,1,2,"SECADERO , MOLINO Y FRACCIONAMIENTO DE TE, YERBA MATE"
COOPERATIVA AGRICOLA MIXTA DE MONTECARLO LIMITADA,COOPERATIVA AGRICOLA MIXTA DE MONTECARLO LIMITADA 1,54084030,10,2,2,PROCESAMIENTO CULTIVOS INDUSTRIALES
COOPERATIVA AGRICOLA MIXTA DE MONTECARLO LIMITADA,COOPERATIVA AGRICOLA MIXTA DE MONTECARLO LIMITADA 2,54084030,45,2,3,
CUATRO CAMINOS S.R.L.,CUATRO CAMINOS S.R.L. 1,54091030,10,2,2,PROCESAMIENTO CULTIVOS INDUSTRIALES
HEINZMANN ENRIQUE CRISTIAN,ENRIQUE CRISTIAN HEINZMANN,54091070,1,2,1,AGRICULTURA
"BARBARO, MARIO LUCIANO",MARIO BARBARO,54091080,1,1,1,AGRICULTURA
CUATRO CAMINOS S.R.L.,CUATRO CAMINOS,54091080,1,2,1,AGRICULTURA
LAS TREINTA S.A.,DOROSZ,54091080,1,1,1,AGRICULTURA
PARK ANNA,ANNA PARK,54091080,1,2,1,AGRICULTURA
KOTH ITATI MARIA EVANGELINA,KOTH ITATI MARIA EVANGELINA 2,54091080,10,2,2,PROCESAMIENTO CULTIVOS INDUSTRIALES
LA OBEREï¿½A S.R.L.,LA OBEREï¿½A S.R.L. 1,54091080,10,1,2,MOLINO DE YERBA MATE
